"vaccine_uptake","v1_transmission_effectiveness","v2_transmission_effectiveness","strategy","relax_triggers","day","new_cases"
75,90,50,"Aggressive Elimination","No",193,179
90,90,50,"Aggressive Elimination","No",193,184
60,50,75,"Aggressive Elimination","No",193,187
75,50,75,"Aggressive Elimination","No",193,195
90,50,75,"Aggressive Elimination","No",193,196
60,75,75,"Aggressive Elimination","No",193,190
75,75,75,"Aggressive Elimination","No",193,191
90,75,75,"Aggressive Elimination","No",193,190
60,90,75,"Aggressive Elimination","No",193,194
75,90,75,"Aggressive Elimination","No",193,191
90,90,75,"Aggressive Elimination","No",193,182
60,50,90,"Aggressive Elimination","No",193,175
75,50,90,"Aggressive Elimination","No",193,176
90,50,90,"Aggressive Elimination","No",193,179
60,75,90,"Aggressive Elimination","No",193,180
75,75,90,"Aggressive Elimination","No",193,186
90,75,90,"Aggressive Elimination","No",193,186
60,90,90,"Aggressive Elimination","No",193,189
75,90,90,"Aggressive Elimination","No",193,183
90,90,90,"Aggressive Elimination","No",193,184
60,50,50,"Moderate Elimination","No",193,188
75,50,50,"Moderate Elimination","No",193,188
90,50,50,"Moderate Elimination","No",193,183
60,75,50,"Moderate Elimination","No",193,187
75,75,50,"Moderate Elimination","No",193,185
90,75,50,"Moderate Elimination","No",193,188
60,90,50,"Moderate Elimination","No",193,191
75,90,50,"Moderate Elimination","No",193,191
90,90,50,"Moderate Elimination","No",193,196
60,50,75,"Moderate Elimination","No",193,195
75,50,75,"Moderate Elimination","No",193,192
90,50,75,"Moderate Elimination","No",193,195
60,75,75,"Moderate Elimination","No",193,198
75,75,75,"Moderate Elimination","No",193,204
90,75,75,"Moderate Elimination","No",193,203
60,90,75,"Moderate Elimination","No",193,204
75,90,75,"Moderate Elimination","No",193,206
90,90,75,"Moderate Elimination","No",193,200
60,50,90,"Moderate Elimination","No",193,204
75,50,90,"Moderate Elimination","No",193,209
90,50,90,"Moderate Elimination","No",193,199
60,75,90,"Moderate Elimination","No",193,217
75,75,90,"Moderate Elimination","No",193,215
90,75,90,"Moderate Elimination","No",193,213
60,90,90,"Moderate Elimination","No",193,207
75,90,90,"Moderate Elimination","No",193,216
90,90,90,"Moderate Elimination","No",193,211
60,50,50,"Tight Suppression","No",193,204
75,50,50,"Tight Suppression","No",193,207
90,50,50,"Tight Suppression","No",193,208
60,75,50,"Tight Suppression","No",193,212
75,75,50,"Tight Suppression","No",193,221
90,75,50,"Tight Suppression","No",193,227
60,90,50,"Tight Suppression","No",193,231
75,90,50,"Tight Suppression","No",193,237
90,90,50,"Tight Suppression","No",193,242
60,50,75,"Tight Suppression","No",193,246
75,50,75,"Tight Suppression","No",193,246
90,50,75,"Tight Suppression","No",193,243
60,75,75,"Tight Suppression","No",193,246
75,75,75,"Tight Suppression","No",193,250
90,75,75,"Tight Suppression","No",193,256
60,90,75,"Tight Suppression","No",193,261
75,90,75,"Tight Suppression","No",193,262
90,90,75,"Tight Suppression","No",193,261
60,50,90,"Tight Suppression","No",193,257
75,50,90,"Tight Suppression","No",193,262
90,50,90,"Tight Suppression","No",193,264
60,75,90,"Tight Suppression","No",193,262
75,75,90,"Tight Suppression","No",193,264
90,75,90,"Tight Suppression","No",193,250
60,90,90,"Tight Suppression","No",193,252
75,90,90,"Tight Suppression","No",193,255
90,90,90,"Tight Suppression","No",193,257
60,50,50,"Loose Suppression","No",193,246
75,50,50,"Loose Suppression","No",193,244
90,50,50,"Loose Suppression","No",193,240
60,75,50,"Loose Suppression","No",193,245
75,75,50,"Loose Suppression","No",193,244
90,75,50,"Loose Suppression","No",193,245
60,90,50,"Loose Suppression","No",193,247
75,90,50,"Loose Suppression","No",193,251
90,90,50,"Loose Suppression","No",193,257
60,50,75,"Loose Suppression","No",193,259
75,50,75,"Loose Suppression","No",193,260
90,50,75,"Loose Suppression","No",193,260
60,75,75,"Loose Suppression","No",193,256
75,75,75,"Loose Suppression","No",193,259
90,75,75,"Loose Suppression","No",193,251
60,90,75,"Loose Suppression","No",193,256
75,90,75,"Loose Suppression","No",193,253
90,90,75,"Loose Suppression","No",193,251
60,50,90,"Loose Suppression","No",193,253
75,50,90,"Loose Suppression","No",193,247
90,50,90,"Loose Suppression","No",193,241
60,75,90,"Loose Suppression","No",193,248
75,75,90,"Loose Suppression","No",193,237
90,75,90,"Loose Suppression","No",193,239
60,90,90,"Loose Suppression","No",193,236
75,90,90,"Loose Suppression","No",193,228
90,90,90,"Loose Suppression","No",193,230
60,50,50,"Aggressive Elimination","Yes",194,225
75,50,50,"Aggressive Elimination","Yes",194,227
90,50,50,"Aggressive Elimination","Yes",194,225
60,75,50,"Aggressive Elimination","Yes",194,229
75,75,50,"Aggressive Elimination","Yes",194,232
90,75,50,"Aggressive Elimination","Yes",194,229
60,90,50,"Aggressive Elimination","Yes",194,237
75,90,50,"Aggressive Elimination","Yes",194,237
90,90,50,"Aggressive Elimination","Yes",194,237
60,50,75,"Aggressive Elimination","Yes",194,235
75,50,75,"Aggressive Elimination","Yes",194,233
90,50,75,"Aggressive Elimination","Yes",194,234
60,75,75,"Aggressive Elimination","Yes",194,232
75,75,75,"Aggressive Elimination","Yes",194,234
90,75,75,"Aggressive Elimination","Yes",194,242
60,90,75,"Aggressive Elimination","Yes",194,244
75,90,75,"Aggressive Elimination","Yes",194,241
90,90,75,"Aggressive Elimination","Yes",194,239
60,50,90,"Aggressive Elimination","Yes",194,241
75,50,90,"Aggressive Elimination","Yes",194,239
90,50,90,"Aggressive Elimination","Yes",194,242
60,75,90,"Aggressive Elimination","Yes",194,249
75,75,90,"Aggressive Elimination","Yes",194,237
90,75,90,"Aggressive Elimination","Yes",194,233
60,90,90,"Aggressive Elimination","Yes",194,240
75,90,90,"Aggressive Elimination","Yes",194,242
90,90,90,"Aggressive Elimination","Yes",194,235
60,50,50,"Moderate Elimination","Yes",194,219
75,50,50,"Moderate Elimination","Yes",194,220
90,50,50,"Moderate Elimination","Yes",194,228
60,75,50,"Moderate Elimination","Yes",194,227
75,75,50,"Moderate Elimination","Yes",194,228
90,75,50,"Moderate Elimination","Yes",194,229
60,90,50,"Moderate Elimination","Yes",194,222
75,90,50,"Moderate Elimination","Yes",194,224
90,90,50,"Moderate Elimination","Yes",194,219
60,50,75,"Moderate Elimination","Yes",194,213
75,50,75,"Moderate Elimination","Yes",194,214
90,50,75,"Moderate Elimination","Yes",194,212
60,75,75,"Moderate Elimination","Yes",194,211
75,75,75,"Moderate Elimination","Yes",194,216
90,75,75,"Moderate Elimination","Yes",194,209
60,90,75,"Moderate Elimination","Yes",194,210
75,90,75,"Moderate Elimination","Yes",194,213
90,90,75,"Moderate Elimination","Yes",194,204
60,50,90,"Moderate Elimination","Yes",194,199
75,50,90,"Moderate Elimination","Yes",194,201
90,50,90,"Moderate Elimination","Yes",194,202
60,75,90,"Moderate Elimination","Yes",194,206
75,75,90,"Moderate Elimination","Yes",194,204
90,75,90,"Moderate Elimination","Yes",194,206
60,90,90,"Moderate Elimination","Yes",194,203
75,90,90,"Moderate Elimination","Yes",194,203
90,90,90,"Moderate Elimination","Yes",194,201
60,50,50,"Tight Suppression","Yes",194,200
75,50,50,"Tight Suppression","Yes",194,209
90,50,50,"Tight Suppression","Yes",194,222
60,75,50,"Tight Suppression","Yes",194,225
75,75,50,"Tight Suppression","Yes",194,230
90,75,50,"Tight Suppression","Yes",194,235
60,90,50,"Tight Suppression","Yes",194,238
75,90,50,"Tight Suppression","Yes",194,235
90,90,50,"Tight Suppression","Yes",194,226
60,50,75,"Tight Suppression","Yes",194,233
75,50,75,"Tight Suppression","Yes",194,228
90,50,75,"Tight Suppression","Yes",194,227
60,75,75,"Tight Suppression","Yes",194,234
75,75,75,"Tight Suppression","Yes",194,236
90,75,75,"Tight Suppression","Yes",194,232
60,90,75,"Tight Suppression","Yes",194,219
75,90,75,"Tight Suppression","Yes",194,221
90,90,75,"Tight Suppression","Yes",194,219
60,50,90,"Tight Suppression","Yes",194,219
75,50,90,"Tight Suppression","Yes",194,225
90,50,90,"Tight Suppression","Yes",194,221
60,75,90,"Tight Suppression","Yes",194,208
75,75,90,"Tight Suppression","Yes",194,213
90,75,90,"Tight Suppression","Yes",194,208
60,90,90,"Tight Suppression","Yes",194,208
75,90,90,"Tight Suppression","Yes",194,204
90,90,90,"Tight Suppression","Yes",194,203
60,50,50,"Loose Suppression","Yes",194,199
75,50,50,"Loose Suppression","Yes",194,203
90,50,50,"Loose Suppression","Yes",194,199
60,75,50,"Loose Suppression","Yes",194,202
75,75,50,"Loose Suppression","Yes",194,203
90,75,50,"Loose Suppression","Yes",194,195
60,90,50,"Loose Suppression","Yes",194,194
75,90,50,"Loose Suppression","Yes",194,193
90,90,50,"Loose Suppression","Yes",194,202
60,50,75,"Loose Suppression","Yes",194,202
75,50,75,"Loose Suppression","Yes",194,197
90,50,75,"Loose Suppression","Yes",194,204
60,75,75,"Loose Suppression","Yes",194,208
75,75,75,"Loose Suppression","Yes",194,209
90,75,75,"Loose Suppression","Yes",194,205
60,90,75,"Loose Suppression","Yes",194,211
75,90,75,"Loose Suppression","Yes",194,210
90,90,75,"Loose Suppression","Yes",194,204
60,50,90,"Loose Suppression","Yes",194,199
75,50,90,"Loose Suppression","Yes",194,194
90,50,90,"Loose Suppression","Yes",194,191
60,75,90,"Loose Suppression","Yes",194,191
75,75,90,"Loose Suppression","Yes",194,188
90,75,90,"Loose Suppression","Yes",194,183
60,90,90,"Loose Suppression","Yes",194,183
75,90,90,"Loose Suppression","Yes",194,180
90,90,90,"Loose Suppression","Yes",194,172
60,50,50,"Aggressive Elimination","No",194,172
75,50,50,"Aggressive Elimination","No",194,174
90,50,50,"Aggressive Elimination","No",194,176
60,75,50,"Aggressive Elimination","No",194,171
75,75,50,"Aggressive Elimination","No",194,178
90,75,50,"Aggressive Elimination","No",194,173
60,90,50,"Aggressive Elimination","No",194,175
75,90,50,"Aggressive Elimination","No",194,177
90,90,50,"Aggressive Elimination","No",194,164
60,50,75,"Aggressive Elimination","No",194,161
75,50,75,"Aggressive Elimination","No",194,164
90,50,75,"Aggressive Elimination","No",194,160
60,75,75,"Aggressive Elimination","No",194,163
75,75,75,"Aggressive Elimination","No",194,162
90,75,75,"Aggressive Elimination","No",194,161
60,90,75,"Aggressive Elimination","No",194,159
75,90,75,"Aggressive Elimination","No",194,160
90,90,75,"Aggressive Elimination","No",194,164
60,50,90,"Aggressive Elimination","No",194,159
75,50,90,"Aggressive Elimination","No",194,155
90,50,90,"Aggressive Elimination","No",194,156
60,75,90,"Aggressive Elimination","No",194,154
75,75,90,"Aggressive Elimination","No",194,151
90,75,90,"Aggressive Elimination","No",194,158
60,90,90,"Aggressive Elimination","No",194,161
75,90,90,"Aggressive Elimination","No",194,164
90,90,90,"Aggressive Elimination","No",194,163
60,50,50,"Moderate Elimination","No",194,160
75,50,50,"Moderate Elimination","No",194,164
90,50,50,"Moderate Elimination","No",194,159
60,75,50,"Moderate Elimination","No",194,159
75,75,50,"Moderate Elimination","No",194,164
90,75,50,"Moderate Elimination","No",194,156
60,90,50,"Moderate Elimination","No",194,160
75,90,50,"Moderate Elimination","No",194,163
90,90,50,"Moderate Elimination","No",194,164
60,50,75,"Moderate Elimination","No",194,162
75,50,75,"Moderate Elimination","No",194,160
90,50,75,"Moderate Elimination","No",194,157
60,75,75,"Moderate Elimination","No",194,146
75,75,75,"Moderate Elimination","No",194,148
90,75,75,"Moderate Elimination","No",194,153
60,90,75,"Moderate Elimination","No",194,155
75,90,75,"Moderate Elimination","No",194,151
90,90,75,"Moderate Elimination","No",194,147
60,50,90,"Moderate Elimination","No",194,155
75,50,90,"Moderate Elimination","No",194,158
90,50,90,"Moderate Elimination","No",194,161
60,75,90,"Moderate Elimination","No",194,163
75,75,90,"Moderate Elimination","No",194,163
90,75,90,"Moderate Elimination","No",194,163
60,90,90,"Moderate Elimination","No",194,164
75,90,90,"Moderate Elimination","No",194,166
90,90,90,"Moderate Elimination","No",194,160
60,50,50,"Tight Suppression","No",194,169
75,50,50,"Tight Suppression","No",194,166
90,50,50,"Tight Suppression","No",194,158
60,75,50,"Tight Suppression","No",194,157
75,75,50,"Tight Suppression","No",194,163
90,75,50,"Tight Suppression","No",194,161
60,90,50,"Tight Suppression","No",194,154
75,90,50,"Tight Suppression","No",194,165
90,90,50,"Tight Suppression","No",194,167
60,50,75,"Tight Suppression","No",194,169
75,50,75,"Tight Suppression","No",194,168
90,50,75,"Tight Suppression","No",194,171
60,75,75,"Tight Suppression","No",194,178
75,75,75,"Tight Suppression","No",194,176
90,75,75,"Tight Suppression","No",194,174
60,90,75,"Tight Suppression","No",194,172
75,90,75,"Tight Suppression","No",194,174
90,90,75,"Tight Suppression","No",194,171
60,50,90,"Tight Suppression","No",194,175
75,50,90,"Tight Suppression","No",194,178
90,50,90,"Tight Suppression","No",194,175
60,75,90,"Tight Suppression","No",194,172
75,75,90,"Tight Suppression","No",194,172
90,75,90,"Tight Suppression","No",194,171
60,90,90,"Tight Suppression","No",194,178
75,90,90,"Tight Suppression","No",194,175
90,90,90,"Tight Suppression","No",194,170
60,50,50,"Loose Suppression","No",194,167
75,50,50,"Loose Suppression","No",194,172
90,50,50,"Loose Suppression","No",194,166
60,75,50,"Loose Suppression","No",194,164
75,75,50,"Loose Suppression","No",194,168
90,75,50,"Loose Suppression","No",194,176
60,90,50,"Loose Suppression","No",194,174
75,90,50,"Loose Suppression","No",194,185
90,90,50,"Loose Suppression","No",194,184
60,50,75,"Loose Suppression","No",194,182
75,50,75,"Loose Suppression","No",194,177
90,50,75,"Loose Suppression","No",194,182
60,75,75,"Loose Suppression","No",194,179
75,75,75,"Loose Suppression","No",194,178
90,75,75,"Loose Suppression","No",194,182
60,90,75,"Loose Suppression","No",194,177
75,90,75,"Loose Suppression","No",194,165
90,90,75,"Loose Suppression","No",194,167
60,50,90,"Loose Suppression","No",194,161
75,50,90,"Loose Suppression","No",194,159
90,50,90,"Loose Suppression","No",194,162
60,75,90,"Loose Suppression","No",194,153
75,75,90,"Loose Suppression","No",194,158
90,75,90,"Loose Suppression","No",194,159
60,90,90,"Loose Suppression","No",194,156
75,90,90,"Loose Suppression","No",194,153
90,90,90,"Loose Suppression","No",194,141
60,50,50,"Aggressive Elimination","Yes",195,143
75,50,50,"Aggressive Elimination","Yes",195,142
90,50,50,"Aggressive Elimination","Yes",195,142
60,75,50,"Aggressive Elimination","Yes",195,146
75,75,50,"Aggressive Elimination","Yes",195,141
90,75,50,"Aggressive Elimination","Yes",195,137
60,90,50,"Aggressive Elimination","Yes",195,143
75,90,50,"Aggressive Elimination","Yes",195,143
90,90,50,"Aggressive Elimination","Yes",195,141
60,50,75,"Aggressive Elimination","Yes",195,146
75,50,75,"Aggressive Elimination","Yes",195,143
90,50,75,"Aggressive Elimination","Yes",195,139
60,75,75,"Aggressive Elimination","Yes",195,141
75,75,75,"Aggressive Elimination","Yes",195,137
90,75,75,"Aggressive Elimination","Yes",195,131
60,90,75,"Aggressive Elimination","Yes",195,134
75,90,75,"Aggressive Elimination","Yes",195,125
90,90,75,"Aggressive Elimination","Yes",195,124
60,50,90,"Aggressive Elimination","Yes",195,121
75,50,90,"Aggressive Elimination","Yes",195,122
90,50,90,"Aggressive Elimination","Yes",195,123
60,75,90,"Aggressive Elimination","Yes",195,126
75,75,90,"Aggressive Elimination","Yes",195,129
90,75,90,"Aggressive Elimination","Yes",195,139
60,90,90,"Aggressive Elimination","Yes",195,138
75,90,90,"Aggressive Elimination","Yes",195,130
90,90,90,"Aggressive Elimination","Yes",195,125
60,50,50,"Moderate Elimination","Yes",195,125
75,50,50,"Moderate Elimination","Yes",195,118
90,50,50,"Moderate Elimination","Yes",195,133
60,75,50,"Moderate Elimination","Yes",195,128
75,75,50,"Moderate Elimination","Yes",195,123
90,75,50,"Moderate Elimination","Yes",195,125
60,90,50,"Moderate Elimination","Yes",195,122
75,90,50,"Moderate Elimination","Yes",195,115
90,90,50,"Moderate Elimination","Yes",195,116
60,50,75,"Moderate Elimination","Yes",195,115
75,50,75,"Moderate Elimination","Yes",195,108
90,50,75,"Moderate Elimination","Yes",195,106
60,75,75,"Moderate Elimination","Yes",195,107
75,75,75,"Moderate Elimination","Yes",195,105
90,75,75,"Moderate Elimination","Yes",195,109
60,90,75,"Moderate Elimination","Yes",195,111
75,90,75,"Moderate Elimination","Yes",195,113
90,90,75,"Moderate Elimination","Yes",195,115
60,50,90,"Moderate Elimination","Yes",195,119
75,50,90,"Moderate Elimination","Yes",195,109
90,50,90,"Moderate Elimination","Yes",195,104
60,75,90,"Moderate Elimination","Yes",195,104
75,75,90,"Moderate Elimination","Yes",195,103
90,75,90,"Moderate Elimination","Yes",195,112
60,90,90,"Moderate Elimination","Yes",195,110
75,90,90,"Moderate Elimination","Yes",195,104
90,90,90,"Moderate Elimination","Yes",195,102
60,50,50,"Tight Suppression","Yes",195,110
75,50,50,"Tight Suppression","Yes",195,108
90,50,50,"Tight Suppression","Yes",195,106
60,75,50,"Tight Suppression","Yes",195,105
75,75,50,"Tight Suppression","Yes",195,104
90,75,50,"Tight Suppression","Yes",195,103
60,90,50,"Tight Suppression","Yes",195,98
75,90,50,"Tight Suppression","Yes",195,100
90,90,50,"Tight Suppression","Yes",195,95
60,50,75,"Tight Suppression","Yes",195,95
75,50,75,"Tight Suppression","Yes",195,99
90,50,75,"Tight Suppression","Yes",195,100
60,75,75,"Tight Suppression","Yes",195,92
75,75,75,"Tight Suppression","Yes",195,82
90,75,75,"Tight Suppression","Yes",195,82
60,90,75,"Tight Suppression","Yes",195,84
75,90,75,"Tight Suppression","Yes",195,86
90,90,75,"Tight Suppression","Yes",195,86
60,50,90,"Tight Suppression","Yes",195,91
75,50,90,"Tight Suppression","Yes",195,86
90,50,90,"Tight Suppression","Yes",195,94
60,75,90,"Tight Suppression","Yes",195,103
75,75,90,"Tight Suppression","Yes",195,111
90,75,90,"Tight Suppression","Yes",195,113
60,90,90,"Tight Suppression","Yes",195,117
75,90,90,"Tight Suppression","Yes",195,121
90,90,90,"Tight Suppression","Yes",195,127
60,50,50,"Loose Suppression","Yes",195,132
75,50,50,"Loose Suppression","Yes",195,130
90,50,50,"Loose Suppression","Yes",195,133
60,75,50,"Loose Suppression","Yes",195,135
75,75,50,"Loose Suppression","Yes",195,134
90,75,50,"Loose Suppression","Yes",195,141
60,90,50,"Loose Suppression","Yes",195,141
75,90,50,"Loose Suppression","Yes",195,142
90,90,50,"Loose Suppression","Yes",195,136
60,50,75,"Loose Suppression","Yes",195,136
75,50,75,"Loose Suppression","Yes",195,139
90,50,75,"Loose Suppression","Yes",195,140
60,75,75,"Loose Suppression","Yes",195,132
75,75,75,"Loose Suppression","Yes",195,131
90,75,75,"Loose Suppression","Yes",195,138
60,90,75,"Loose Suppression","Yes",195,132
75,90,75,"Loose Suppression","Yes",195,138
90,90,75,"Loose Suppression","Yes",195,139
60,50,90,"Loose Suppression","Yes",195,138
75,50,90,"Loose Suppression","Yes",195,135
90,50,90,"Loose Suppression","Yes",195,135
60,75,90,"Loose Suppression","Yes",195,137
75,75,90,"Loose Suppression","Yes",195,132
90,75,90,"Loose Suppression","Yes",195,137
60,90,90,"Loose Suppression","Yes",195,137
75,90,90,"Loose Suppression","Yes",195,135
90,90,90,"Loose Suppression","Yes",195,135
60,50,50,"Aggressive Elimination","No",195,131
75,50,50,"Aggressive Elimination","No",195,122
90,50,50,"Aggressive Elimination","No",195,117
60,75,50,"Aggressive Elimination","No",195,118
75,75,50,"Aggressive Elimination","No",195,115
90,75,50,"Aggressive Elimination","No",195,118
60,90,50,"Aggressive Elimination","No",195,122
75,90,50,"Aggressive Elimination","No",195,117
90,90,50,"Aggressive Elimination","No",195,118
60,50,75,"Aggressive Elimination","No",195,118
75,50,75,"Aggressive Elimination","No",195,121
90,50,75,"Aggressive Elimination","No",195,119
60,75,75,"Aggressive Elimination","No",195,115
75,75,75,"Aggressive Elimination","No",195,112
90,75,75,"Aggressive Elimination","No",195,121
60,90,75,"Aggressive Elimination","No",195,116
75,90,75,"Aggressive Elimination","No",195,119
90,90,75,"Aggressive Elimination","No",195,115
60,50,90,"Aggressive Elimination","No",195,110
75,50,90,"Aggressive Elimination","No",195,111
90,50,90,"Aggressive Elimination","No",195,106
60,75,90,"Aggressive Elimination","No",195,103
75,75,90,"Aggressive Elimination","No",195,107
90,75,90,"Aggressive Elimination","No",195,106
60,90,90,"Aggressive Elimination","No",195,106
75,90,90,"Aggressive Elimination","No",195,121
90,90,90,"Aggressive Elimination","No",195,121
60,50,50,"Moderate Elimination","No",195,123
75,50,50,"Moderate Elimination","No",195,124
90,50,50,"Moderate Elimination","No",195,127
60,75,50,"Moderate Elimination","No",195,131
75,75,50,"Moderate Elimination","No",195,138
90,75,50,"Moderate Elimination","No",195,144
60,90,50,"Moderate Elimination","No",195,145
75,90,50,"Moderate Elimination","No",195,152
90,90,50,"Moderate Elimination","No",195,152
60,50,75,"Moderate Elimination","No",195,153
75,50,75,"Moderate Elimination","No",195,156
90,50,75,"Moderate Elimination","No",195,160
60,75,75,"Moderate Elimination","No",195,165
75,75,75,"Moderate Elimination","No",195,163
90,75,75,"Moderate Elimination","No",195,164
60,90,75,"Moderate Elimination","No",195,160
75,90,75,"Moderate Elimination","No",195,158
90,90,75,"Moderate Elimination","No",195,150
60,50,90,"Moderate Elimination","No",195,149
75,50,90,"Moderate Elimination","No",195,149
90,50,90,"Moderate Elimination","No",195,133
60,75,90,"Moderate Elimination","No",195,142
75,75,90,"Moderate Elimination","No",195,141
90,75,90,"Moderate Elimination","No",195,145
60,90,90,"Moderate Elimination","No",195,148
75,90,90,"Moderate Elimination","No",195,147
90,90,90,"Moderate Elimination","No",195,149
60,50,50,"Tight Suppression","No",195,145
75,50,50,"Tight Suppression","No",195,151
90,50,50,"Tight Suppression","No",195,157
60,75,50,"Tight Suppression","No",195,159
75,75,50,"Tight Suppression","No",195,159
90,75,50,"Tight Suppression","No",195,163
60,90,50,"Tight Suppression","No",195,161
75,90,50,"Tight Suppression","No",195,163
90,90,50,"Tight Suppression","No",195,161
60,50,75,"Tight Suppression","No",195,162
75,50,75,"Tight Suppression","No",195,169
90,50,75,"Tight Suppression","No",195,176
60,75,75,"Tight Suppression","No",195,178
75,75,75,"Tight Suppression","No",195,180
90,75,75,"Tight Suppression","No",195,179
60,90,75,"Tight Suppression","No",195,182
75,90,75,"Tight Suppression","No",195,192
90,90,75,"Tight Suppression","No",195,196
60,50,90,"Tight Suppression","No",195,194
75,50,90,"Tight Suppression","No",195,192
90,50,90,"Tight Suppression","No",195,194
60,75,90,"Tight Suppression","No",195,185
75,75,90,"Tight Suppression","No",195,183
90,75,90,"Tight Suppression","No",195,184
60,90,90,"Tight Suppression","No",195,177
75,90,90,"Tight Suppression","No",195,180
90,90,90,"Tight Suppression","No",195,178
60,50,50,"Loose Suppression","No",195,177
75,50,50,"Loose Suppression","No",195,178
90,50,50,"Loose Suppression","No",195,180
60,75,50,"Loose Suppression","No",195,177
75,75,50,"Loose Suppression","No",195,190
90,75,50,"Loose Suppression","No",195,189
60,90,50,"Loose Suppression","No",195,189
75,90,50,"Loose Suppression","No",195,191
90,90,50,"Loose Suppression","No",195,197
60,50,75,"Loose Suppression","No",195,203
75,50,75,"Loose Suppression","No",195,210
90,50,75,"Loose Suppression","No",195,214
60,75,75,"Loose Suppression","No",195,218
75,75,75,"Loose Suppression","No",195,213
90,75,75,"Loose Suppression","No",195,208
60,90,75,"Loose Suppression","No",195,213
75,90,75,"Loose Suppression","No",195,220
90,90,75,"Loose Suppression","No",195,230
60,50,90,"Loose Suppression","No",195,224
75,50,90,"Loose Suppression","No",195,230
90,50,90,"Loose Suppression","No",195,232
60,75,90,"Loose Suppression","No",195,226
75,75,90,"Loose Suppression","No",195,227
90,75,90,"Loose Suppression","No",195,225
60,90,90,"Loose Suppression","No",195,230
75,90,90,"Loose Suppression","No",195,239
90,90,90,"Loose Suppression","No",195,240
60,50,50,"Aggressive Elimination","Yes",196,238
75,50,50,"Aggressive Elimination","Yes",196,242
90,50,50,"Aggressive Elimination","Yes",196,231
60,75,50,"Aggressive Elimination","Yes",196,229
75,75,50,"Aggressive Elimination","Yes",196,227
90,75,50,"Aggressive Elimination","Yes",196,228
60,90,50,"Aggressive Elimination","Yes",196,229
75,90,50,"Aggressive Elimination","Yes",196,227
90,90,50,"Aggressive Elimination","Yes",196,229
60,50,75,"Aggressive Elimination","Yes",196,228
75,50,75,"Aggressive Elimination","Yes",196,219
90,50,75,"Aggressive Elimination","Yes",196,216
60,75,75,"Aggressive Elimination","Yes",196,211
75,75,75,"Aggressive Elimination","Yes",196,207
90,75,75,"Aggressive Elimination","Yes",196,207
60,90,75,"Aggressive Elimination","Yes",196,208
75,90,75,"Aggressive Elimination","Yes",196,213
90,90,75,"Aggressive Elimination","Yes",196,212
60,50,90,"Aggressive Elimination","Yes",196,210
75,50,90,"Aggressive Elimination","Yes",196,208
90,50,90,"Aggressive Elimination","Yes",196,218
60,75,90,"Aggressive Elimination","Yes",196,224
75,75,90,"Aggressive Elimination","Yes",196,238
90,75,90,"Aggressive Elimination","Yes",196,239
60,90,90,"Aggressive Elimination","Yes",196,241
75,90,90,"Aggressive Elimination","Yes",196,243
90,90,90,"Aggressive Elimination","Yes",196,243
60,50,50,"Moderate Elimination","Yes",196,240
75,50,50,"Moderate Elimination","Yes",196,246
90,50,50,"Moderate Elimination","Yes",196,243
60,75,50,"Moderate Elimination","Yes",196,245
75,75,50,"Moderate Elimination","Yes",196,245
90,75,50,"Moderate Elimination","Yes",196,250
60,90,50,"Moderate Elimination","Yes",196,248
75,90,50,"Moderate Elimination","Yes",196,248
90,90,50,"Moderate Elimination","Yes",196,242
60,50,75,"Moderate Elimination","Yes",196,237
75,50,75,"Moderate Elimination","Yes",196,236
90,50,75,"Moderate Elimination","Yes",196,245
60,75,75,"Moderate Elimination","Yes",196,242
75,75,75,"Moderate Elimination","Yes",196,241
90,75,75,"Moderate Elimination","Yes",196,234
60,90,75,"Moderate Elimination","Yes",196,228
75,90,75,"Moderate Elimination","Yes",196,223
90,90,75,"Moderate Elimination","Yes",196,221
60,50,90,"Moderate Elimination","Yes",196,217
75,50,90,"Moderate Elimination","Yes",196,217
90,50,90,"Moderate Elimination","Yes",196,218
60,75,90,"Moderate Elimination","Yes",196,219
75,75,90,"Moderate Elimination","Yes",196,212
90,75,90,"Moderate Elimination","Yes",196,208
60,90,90,"Moderate Elimination","Yes",196,216
75,90,90,"Moderate Elimination","Yes",196,208
90,90,90,"Moderate Elimination","Yes",196,211
60,50,50,"Tight Suppression","Yes",196,210
75,50,50,"Tight Suppression","Yes",196,204
90,50,50,"Tight Suppression","Yes",196,203
60,75,50,"Tight Suppression","Yes",196,209
75,75,50,"Tight Suppression","Yes",196,210
90,75,50,"Tight Suppression","Yes",196,208
60,90,50,"Tight Suppression","Yes",196,214
75,90,50,"Tight Suppression","Yes",196,218
90,90,50,"Tight Suppression","Yes",196,218
60,50,75,"Tight Suppression","Yes",196,220
75,50,75,"Tight Suppression","Yes",196,217
90,50,75,"Tight Suppression","Yes",196,228
60,75,75,"Tight Suppression","Yes",196,218
75,75,75,"Tight Suppression","Yes",196,213
90,75,75,"Tight Suppression","Yes",196,215
60,90,75,"Tight Suppression","Yes",196,213
75,90,75,"Tight Suppression","Yes",196,216
90,90,75,"Tight Suppression","Yes",196,211
60,50,90,"Tight Suppression","Yes",196,211
75,50,90,"Tight Suppression","Yes",196,205
90,50,90,"Tight Suppression","Yes",196,209
60,75,90,"Tight Suppression","Yes",196,206
75,75,90,"Tight Suppression","Yes",196,205
90,75,90,"Tight Suppression","Yes",196,213
60,90,90,"Tight Suppression","Yes",196,217
75,90,90,"Tight Suppression","Yes",196,227
