"v1trans","v2trans","vUptake","strategy","relax","effect","HALY"
90,90,90,"Moderate Elimination","No","Depression",-293.273387430236
50,50,60,"Aggressive Elimination","No","Depression",-118.350633606315
75,50,60,"Aggressive Elimination","No","Depression",-255.532567575574
90,50,60,"Aggressive Elimination","No","Depression",-310.059477994219
50,75,60,"Aggressive Elimination","No","Depression",-95.2683153562248
75,75,60,"Aggressive Elimination","No","Depression",-43.7187377363444
90,75,60,"Aggressive Elimination","No","Depression",-79.031285783276
50,90,60,"Aggressive Elimination","No","Depression",-718.299075914547
75,90,60,"Aggressive Elimination","No","Depression",-760.131222847849
90,90,60,"Aggressive Elimination","No","Depression",-547.318071080372
50,50,75,"Aggressive Elimination","No","Depression",-63.4864547289908
75,50,75,"Aggressive Elimination","No","Depression",-97.7898397948593
90,50,75,"Aggressive Elimination","No","Depression",-58.9870961382986
50,75,75,"Aggressive Elimination","No","Depression",69.2806409671902
75,75,75,"Aggressive Elimination","No","Depression",107.838988583535
90,75,75,"Aggressive Elimination","No","Depression",-77.6474645361305
50,90,75,"Aggressive Elimination","No","Depression",45.5871264450252
75,90,75,"Aggressive Elimination","No","Depression",-276.91214340739
90,90,75,"Aggressive Elimination","No","Depression",172.83282969147
50,50,90,"Aggressive Elimination","No","Depression",154.176890663803
75,50,90,"Aggressive Elimination","No","Depression",118.536584591493
90,50,90,"Aggressive Elimination","No","Depression",-496.1276861839
50,75,90,"Aggressive Elimination","No","Depression",-108.734188321978
75,75,90,"Aggressive Elimination","No","Depression",-139.223482180387
90,75,90,"Aggressive Elimination","No","Depression",-648.365168785676
50,90,90,"Aggressive Elimination","No","Depression",-633.025918342173
75,90,90,"Aggressive Elimination","No","Depression",-702.29986095801
90,90,90,"Aggressive Elimination","No","Depression",-636.594706168398
50,50,60,"Loose Suppression","Yes","Alcohol-related diseases",-289.266722928733
75,50,60,"Loose Suppression","Yes","Alcohol-related diseases",-326.579715078697
90,50,60,"Loose Suppression","Yes","Alcohol-related diseases",-364.839917235076
50,75,60,"Loose Suppression","Yes","Alcohol-related diseases",187.659033387899
75,75,60,"Loose Suppression","Yes","Alcohol-related diseases",-335.021557472646
90,75,60,"Loose Suppression","Yes","Alcohol-related diseases",62.9739098250866
50,90,60,"Loose Suppression","Yes","Alcohol-related diseases",-584.069312736392
75,90,60,"Loose Suppression","Yes","Alcohol-related diseases",-12.7601159736515
90,90,60,"Loose Suppression","Yes","Alcohol-related diseases",-497.752183768898
50,50,75,"Loose Suppression","Yes","Alcohol-related diseases",-384.01691657491
75,50,75,"Loose Suppression","Yes","Alcohol-related diseases",-613.370957039297
90,50,75,"Loose Suppression","Yes","Alcohol-related diseases",-147.563409013674
50,75,75,"Loose Suppression","Yes","Alcohol-related diseases",-506.743771210313
75,75,75,"Loose Suppression","Yes","Alcohol-related diseases",-574.576655589044
90,75,75,"Loose Suppression","Yes","Alcohol-related diseases",-765.104275383055
50,90,75,"Loose Suppression","Yes","Alcohol-related diseases",-581.581162242219
75,90,75,"Loose Suppression","Yes","Alcohol-related diseases",-473.729141475633
90,90,75,"Loose Suppression","Yes","Alcohol-related diseases",-478.718057228252
50,50,90,"Loose Suppression","Yes","Alcohol-related diseases",-321.777476649731
75,50,90,"Loose Suppression","Yes","Alcohol-related diseases",-755.270423321053
90,50,90,"Loose Suppression","Yes","Alcohol-related diseases",-117.650377750397
50,75,90,"Loose Suppression","Yes","Alcohol-related diseases",-624.390279361978
75,75,90,"Loose Suppression","Yes","Alcohol-related diseases",-339.42429763265
90,75,90,"Loose Suppression","Yes","Alcohol-related diseases",-521.855813870206
50,90,90,"Loose Suppression","Yes","Alcohol-related diseases",-290.645310841501
75,90,90,"Loose Suppression","Yes","Alcohol-related diseases",-1.05210808105771
90,90,90,"Loose Suppression","Yes","Alcohol-related diseases",161.968237766996
50,50,60,"Tight Suppression","Yes","Alcohol-related diseases",-789.19245088473
75,50,60,"Tight Suppression","Yes","Alcohol-related diseases",-257.059692358598
90,50,60,"Tight Suppression","Yes","Alcohol-related diseases",-279.770931880921
50,75,60,"Tight Suppression","Yes","Alcohol-related diseases",-536.489833798259
75,75,60,"Tight Suppression","Yes","Alcohol-related diseases",-501.570141129196
90,75,60,"Tight Suppression","Yes","Alcohol-related diseases",-521.205600304529
50,90,60,"Tight Suppression","Yes","Alcohol-related diseases",74.2157274391502
75,90,60,"Tight Suppression","Yes","Alcohol-related diseases",94.560266751796
90,90,60,"Tight Suppression","Yes","Alcohol-related diseases",117.956945719197
50,50,75,"Tight Suppression","Yes","Alcohol-related diseases",-176.730592455715
75,50,75,"Tight Suppression","Yes","Alcohol-related diseases",133.089244179428
90,50,75,"Tight Suppression","Yes","Alcohol-related diseases",-192.008843598887
50,75,75,"Tight Suppression","Yes","Alcohol-related diseases",-661.6512643639
75,75,75,"Tight Suppression","Yes","Alcohol-related diseases",139.504799898714
90,75,75,"Tight Suppression","Yes","Alcohol-related diseases",190.990213118494
50,90,75,"Tight Suppression","Yes","Alcohol-related diseases",-721.231189509854
75,90,75,"Tight Suppression","Yes","Alcohol-related diseases",61.5321663673967
90,90,75,"Tight Suppression","Yes","Alcohol-related diseases",-118.236524937674
50,50,90,"Tight Suppression","Yes","Alcohol-related diseases",-504.773471457884
75,50,90,"Tight Suppression","Yes","Alcohol-related diseases",-654.167736368254
90,50,90,"Tight Suppression","Yes","Alcohol-related diseases",-444.244766794145
50,75,90,"Tight Suppression","Yes","Alcohol-related diseases",126.001429790631
75,75,90,"Tight Suppression","Yes","Alcohol-related diseases",-185.386384557933
90,75,90,"Tight Suppression","Yes","Alcohol-related diseases",11.512493295595
50,90,90,"Tight Suppression","Yes","Alcohol-related diseases",56.8068027961999
75,90,90,"Tight Suppression","Yes","Alcohol-related diseases",-136.681669810787
90,90,90,"Tight Suppression","Yes","Alcohol-related diseases",-500.342460069805
50,50,60,"Moderate Elimination","Yes","Alcohol-related diseases",-79.1189206764102
75,50,60,"Moderate Elimination","Yes","Alcohol-related diseases",-99.9788862653077
90,50,60,"Moderate Elimination","Yes","Alcohol-related diseases",-287.02754615806
50,75,60,"Moderate Elimination","Yes","Alcohol-related diseases",109.847810398787
75,75,60,"Moderate Elimination","Yes","Alcohol-related diseases",-31.3059514854104
90,75,60,"Moderate Elimination","Yes","Alcohol-related diseases",178.577902307734
50,90,60,"Moderate Elimination","Yes","Alcohol-related diseases",-23.2154272496701
75,90,60,"Moderate Elimination","Yes","Alcohol-related diseases",-192.463965108618
90,90,60,"Moderate Elimination","Yes","Alcohol-related diseases",-714.853238966316
50,50,75,"Moderate Elimination","Yes","Alcohol-related diseases",-376.052338117734
75,50,75,"Moderate Elimination","Yes","Alcohol-related diseases",179.415052570403
90,50,75,"Moderate Elimination","Yes","Alcohol-related diseases",-34.8249251954258
50,75,75,"Moderate Elimination","Yes","Alcohol-related diseases",-166.081302519888
75,75,75,"Moderate Elimination","Yes","Alcohol-related diseases",-139.664897648618
90,75,75,"Moderate Elimination","Yes","Alcohol-related diseases",-126.999326702207
50,90,75,"Moderate Elimination","Yes","Alcohol-related diseases",-145.71420471184
75,90,75,"Moderate Elimination","Yes","Alcohol-related diseases",-570.6974435132
90,90,75,"Moderate Elimination","Yes","Alcohol-related diseases",-304.870737437159
50,50,90,"Moderate Elimination","Yes","Alcohol-related diseases",-795.777947828174
75,50,90,"Moderate Elimination","Yes","Alcohol-related diseases",-418.758444674313
90,50,90,"Moderate Elimination","Yes","Alcohol-related diseases",-471.604343457148
50,75,90,"Moderate Elimination","Yes","Alcohol-related diseases",30.8197350706905
75,75,90,"Moderate Elimination","Yes","Alcohol-related diseases",-105.275383172557
90,75,90,"Moderate Elimination","Yes","Alcohol-related diseases",-596.198380412534
50,90,90,"Moderate Elimination","Yes","Alcohol-related diseases",-368.954868009314
75,90,90,"Moderate Elimination","Yes","Alcohol-related diseases",-138.20528886281
90,90,90,"Moderate Elimination","Yes","Alcohol-related diseases",-720.865565538406
50,50,60,"Aggressive Elimination","Yes","Alcohol-related diseases",-28.8620790932328
75,50,60,"Aggressive Elimination","Yes","Alcohol-related diseases",-678.434636397287
90,50,60,"Aggressive Elimination","Yes","Alcohol-related diseases",-92.8744803648442
50,75,60,"Aggressive Elimination","Yes","Alcohol-related diseases",-244.124590605497
75,75,60,"Aggressive Elimination","Yes","Alcohol-related diseases",-382.34503143467
90,75,60,"Aggressive Elimination","Yes","Alcohol-related diseases",-286.808249959722
50,90,60,"Aggressive Elimination","Yes","Alcohol-related diseases",-328.034854214639
75,90,60,"Aggressive Elimination","Yes","Alcohol-related diseases",-639.19732272625
90,90,60,"Aggressive Elimination","Yes","Alcohol-related diseases",-171.900957776234
50,50,75,"Aggressive Elimination","Yes","Alcohol-related diseases",-334.693353343755
75,50,75,"Aggressive Elimination","Yes","Alcohol-related diseases",-63.0527541041375
90,50,75,"Aggressive Elimination","Yes","Alcohol-related diseases",127.036669338122
50,75,75,"Aggressive Elimination","Yes","Alcohol-related diseases",-637.891807546839
75,75,75,"Aggressive Elimination","Yes","Alcohol-related diseases",-206.790229957551
90,75,75,"Aggressive Elimination","Yes","Alcohol-related diseases",-155.004076613113
50,90,75,"Aggressive Elimination","Yes","Alcohol-related diseases",-670.41581608355
75,90,75,"Aggressive Elimination","Yes","Alcohol-related diseases",-217.630291776732
90,90,75,"Aggressive Elimination","Yes","Alcohol-related diseases",-399.508511135355
50,50,90,"Aggressive Elimination","Yes","Alcohol-related diseases",-727.430127048865
75,50,90,"Aggressive Elimination","Yes","Alcohol-related diseases",-11.2055851612241
90,50,90,"Aggressive Elimination","Yes","Alcohol-related diseases",-533.538631815463
50,75,90,"Aggressive Elimination","Yes","Alcohol-related diseases",-46.1488896515221
75,75,90,"Aggressive Elimination","Yes","Alcohol-related diseases",-624.90504020825
90,75,90,"Aggressive Elimination","Yes","Alcohol-related diseases",-72.6894582156092
50,90,90,"Aggressive Elimination","Yes","Alcohol-related diseases",-254.400988062844
75,90,90,"Aggressive Elimination","Yes","Alcohol-related diseases",-792.537975776941
90,90,90,"Aggressive Elimination","Yes","Alcohol-related diseases",97.6056026294827
50,50,60,"Loose Suppression","No","Alcohol-related diseases",-339.929611608386
75,50,60,"Loose Suppression","No","Alcohol-related diseases",-515.943099930882
90,50,60,"Loose Suppression","No","Alcohol-related diseases",-508.923107944429
50,75,60,"Loose Suppression","No","Alcohol-related diseases",-783.185796299949
75,75,60,"Loose Suppression","No","Alcohol-related diseases",-566.486942302436
90,75,60,"Loose Suppression","No","Alcohol-related diseases",-181.271390477195
50,90,60,"Loose Suppression","No","Alcohol-related diseases",-243.890430498868
75,90,60,"Loose Suppression","No","Alcohol-related diseases",71.0129333194345
90,90,60,"Loose Suppression","No","Alcohol-related diseases",-80.2491982001812
50,50,75,"Loose Suppression","No","Alcohol-related diseases",15.1207906194031
75,50,75,"Loose Suppression","No","Alcohol-related diseases",-593.718644184992
90,50,75,"Loose Suppression","No","Alcohol-related diseases",-221.236738562584
50,75,75,"Loose Suppression","No","Alcohol-related diseases",-426.048773759976
75,75,75,"Loose Suppression","No","Alcohol-related diseases",-536.689851386473
90,75,75,"Loose Suppression","No","Alcohol-related diseases",-671.118263807148
50,90,75,"Loose Suppression","No","Alcohol-related diseases",-214.399931905791
75,90,75,"Loose Suppression","No","Alcohol-related diseases",-314.623319497332
90,90,75,"Loose Suppression","No","Alcohol-related diseases",-775.338357035071
50,50,90,"Loose Suppression","No","Alcohol-related diseases",-730.68147613667
75,50,90,"Loose Suppression","No","Alcohol-related diseases",-70.275458926335
90,50,90,"Loose Suppression","No","Alcohol-related diseases",-18.8836289569736
50,75,90,"Loose Suppression","No","Alcohol-related diseases",-575.29080864042
75,75,90,"Loose Suppression","No","Alcohol-related diseases",-128.890993492678
90,75,90,"Loose Suppression","No","Alcohol-related diseases",107.147287391126
50,90,90,"Loose Suppression","No","Alcohol-related diseases",-602.879408467561
75,90,90,"Loose Suppression","No","Alcohol-related diseases",-40.1782041415573
90,90,90,"Loose Suppression","No","Alcohol-related diseases",-455.871069058776
50,50,60,"Tight Suppression","No","Alcohol-related diseases",-170.636109495536
75,50,60,"Tight Suppression","No","Alcohol-related diseases",-177.080421661958
90,50,60,"Tight Suppression","No","Alcohol-related diseases",-127.989146346226
50,75,60,"Tight Suppression","No","Alcohol-related diseases",-629.472862184048
75,75,60,"Tight Suppression","No","Alcohol-related diseases",139.932129345834
90,75,60,"Tight Suppression","No","Alcohol-related diseases",-372.930297581479
50,90,60,"Tight Suppression","No","Alcohol-related diseases",3.97652275860305
75,90,60,"Tight Suppression","No","Alcohol-related diseases",-369.26698749885
90,90,60,"Tight Suppression","No","Alcohol-related diseases",-327.524913428351
50,50,75,"Tight Suppression","No","Alcohol-related diseases",-134.860952571034
75,50,75,"Tight Suppression","No","Alcohol-related diseases",-284.157172264531
90,50,75,"Tight Suppression","No","Alcohol-related diseases",-615.324364928529
50,75,75,"Tight Suppression","No","Alcohol-related diseases",146.846672333777
75,75,75,"Tight Suppression","No","Alcohol-related diseases",-302.212442690507
90,75,75,"Tight Suppression","No","Alcohol-related diseases",9.72464452497657
50,90,75,"Tight Suppression","No","Alcohol-related diseases",-22.2159253433347
75,90,75,"Tight Suppression","No","Alcohol-related diseases",-30.0533941015602
90,90,75,"Tight Suppression","No","Alcohol-related diseases",-132.276521949098
50,50,90,"Tight Suppression","No","Alcohol-related diseases",-606.634538341314
75,50,90,"Tight Suppression","No","Alcohol-related diseases",-285.298009589315
90,50,90,"Tight Suppression","No","Alcohol-related diseases",-652.698995033279
50,75,90,"Tight Suppression","No","Alcohol-related diseases",-785.244256211445
75,75,90,"Tight Suppression","No","Alcohol-related diseases",64.0786039177328
90,75,90,"Tight Suppression","No","Alcohol-related diseases",-188.295385753736
50,90,90,"Tight Suppression","No","Alcohol-related diseases",-722.706593060866
75,90,90,"Tight Suppression","No","Alcohol-related diseases",60.8879975508898
90,90,90,"Tight Suppression","No","Alcohol-related diseases",-214.112776052207
50,50,60,"Moderate Elimination","No","Alcohol-related diseases",-740.623842878267
75,50,60,"Moderate Elimination","No","Alcohol-related diseases",-715.525543270633
90,50,60,"Moderate Elimination","No","Alcohol-related diseases",-292.384888231754
50,75,60,"Moderate Elimination","No","Alcohol-related diseases",-225.359816290438
75,75,60,"Moderate Elimination","No","Alcohol-related diseases",116.636735666543
90,75,60,"Moderate Elimination","No","Alcohol-related diseases",-346.928228577599
50,90,60,"Moderate Elimination","No","Alcohol-related diseases",-385.634672315791
75,90,60,"Moderate Elimination","No","Alcohol-related diseases",-239.050423214212
90,90,60,"Moderate Elimination","No","Alcohol-related diseases",-565.007949667051
50,50,75,"Moderate Elimination","No","Alcohol-related diseases",182.123806839809
75,50,75,"Moderate Elimination","No","Alcohol-related diseases",-267.17169159092
90,50,75,"Moderate Elimination","No","Alcohol-related diseases",-254.458451364189
50,75,75,"Moderate Elimination","No","Alcohol-related diseases",-131.210331525654
75,75,75,"Moderate Elimination","No","Alcohol-related diseases",-488.678508391604
90,75,75,"Moderate Elimination","No","Alcohol-related diseases",143.790988065302
50,90,75,"Moderate Elimination","No","Alcohol-related diseases",-169.075723690912
75,90,75,"Moderate Elimination","No","Alcohol-related diseases",-264.382437523454
90,90,75,"Moderate Elimination","No","Alcohol-related diseases",-552.433426678181
50,50,90,"Moderate Elimination","No","Alcohol-related diseases",-462.432332290337
75,50,90,"Moderate Elimination","No","Alcohol-related diseases",30.1856755279004
90,50,90,"Moderate Elimination","No","Alcohol-related diseases",-177.652317285538
50,75,90,"Moderate Elimination","No","Alcohol-related diseases",48.3286425471305
75,75,90,"Moderate Elimination","No","Alcohol-related diseases",-541.398002253845
90,75,90,"Moderate Elimination","No","Alcohol-related diseases",-484.8742547445
50,90,90,"Moderate Elimination","No","Alcohol-related diseases",-103.689972730354
75,90,90,"Moderate Elimination","No","Alcohol-related diseases",-699.473370518535
90,90,90,"Moderate Elimination","No","Alcohol-related diseases",-508.820927655324
50,50,60,"Aggressive Elimination","No","Alcohol-related diseases",-610.14152476564
75,50,60,"Aggressive Elimination","No","Alcohol-related diseases",-721.694511780515
90,50,60,"Aggressive Elimination","No","Alcohol-related diseases",-795.550950057805
50,75,60,"Aggressive Elimination","No","Alcohol-related diseases",-641.594052966684
75,75,60,"Aggressive Elimination","No","Alcohol-related diseases",-441.282459255308
90,75,60,"Aggressive Elimination","No","Alcohol-related diseases",-353.376754745841
50,90,60,"Aggressive Elimination","No","Alcohol-related diseases",-444.070677924901
75,90,60,"Aggressive Elimination","No","Alcohol-related diseases",56.9796988740563
90,90,60,"Aggressive Elimination","No","Alcohol-related diseases",-571.888240007684
50,50,75,"Aggressive Elimination","No","Alcohol-related diseases",21.5846412349492
75,50,75,"Aggressive Elimination","No","Alcohol-related diseases",-551.109110424295
90,50,75,"Aggressive Elimination","No","Alcohol-related diseases",32.671703537926
50,75,75,"Aggressive Elimination","No","Alcohol-related diseases",-172.274501714855
75,75,75,"Aggressive Elimination","No","Alcohol-related diseases",-577.053442085162
90,75,75,"Aggressive Elimination","No","Alcohol-related diseases",-731.382723152637
50,90,75,"Aggressive Elimination","No","Alcohol-related diseases",126.182222319767
75,90,75,"Aggressive Elimination","No","Alcohol-related diseases",187.575605278835
90,90,75,"Aggressive Elimination","No","Alcohol-related diseases",-687.229323619977
50,50,90,"Aggressive Elimination","No","Alcohol-related diseases",-49.6616190765053
75,50,90,"Aggressive Elimination","No","Alcohol-related diseases",86.0062670428305
90,50,90,"Aggressive Elimination","No","Alcohol-related diseases",-630.562973162159
50,75,90,"Aggressive Elimination","No","Alcohol-related diseases",160.13388899155
75,75,90,"Aggressive Elimination","No","Alcohol-related diseases",-272.633636789396
90,75,90,"Aggressive Elimination","No","Alcohol-related diseases",-146.061670454219
50,90,90,"Aggressive Elimination","No","Alcohol-related diseases",-214.335428038612
75,90,90,"Aggressive Elimination","No","Alcohol-related diseases",-630.184242455289
90,90,90,"Aggressive Elimination","No","Alcohol-related diseases",-629.540458042175
